titulo,data,edicao,ano,tipo
"3080-  Crédito adicional especial - R$ 116.996,39 - educação",19/06/2024,2024,8,Lei
3075 - CÃMARA - plataforma digital informativa das obras publicas,17/06/2024,2021,8,Lei
3076 - CÂMARA - inserção de mensagem informativa na contracapa do iptu sobre isencão,17/06/2024,2021,8,Lei
3071 - CÂMARA - Implantação do programa integrado de sáude e higiente nas escolas municipais,13/06/2024,2017,8,Lei
3074 - CÂMARA - revoga Lei 2411 de 2020,13/06/2024,2017,8,Lei
3073 - CÃMARA - institui nas maternidades e estabelecimantos hospitalares - libra,13/06/2024,2017,8,Lei
3072 - CÃMARA - dia municipal do outdoor,13/06/2024,2017,8,Lei
3067 -  Reorgania e reestrutura o conselho municipal de turismo - COMTUR - revoga lei 1275,10/06/2024,2012,8,Lei
3068 -  Autoriza desembolsar valores para custeio da delegação avareense dos 66º jogos regionais 2024 - sede itapetininga,10/06/2024,2012,8,Lei
3070 - CÂMARA - campanha cartela amiga,07/06/2024,2011,8,Lei
3069 - CÂMARA - Programa emprego 60+,07/06/2024,2011,8,Lei
3066 - CÂMARA -,05/06/2024,2008,8,Lei
"3063 -  Crédito adicional especial - R$132.475,20 - planejamento",03/06/2024,2004,8,Lei
"3062 -  Crédito adicional especial - R$35.512,81 - cultura",03/06/2024,2004,8,Lei
"3065 -  Crédito adicional especial - R$30.760,33 - sec mulher",03/06/2024,2004,8,Lei
"3061 -  Crédito adicional especial - R$13.000,00 - turismo",03/06/2024,2004,8,Lei
"3064 -  Crédito adicional especial - R$140.000,00 - meio ambiente",03/06/2024,2004,8,Lei
3060 - CÂMARA,24/05/2024,1998,8,Lei
3057 - CÂMARA,23/05/2024,1996,8,Lei
3056 - CÂMARA,23/05/2024,1996,8,Lei
3059 - CÂMARA,23/05/2024,1996,8,Lei
3058 - CÂMARA,23/05/2024,1996,8,Lei
"3055 -  Fixação de subsídio de prefeito, vice-prefeito, secretarios e chefe de gabinete",21/05/2024,1992,8,Lei
"3054 -  Crédito adicional especial - R$25.000,00 - agricultura",15/05/2024,1985,8,Lei
"3050 -  Crédito adicional especial - R$ 1.971.654,48 - saúde",15/05/2024,1985,8,Lei
"3053 -  Crédito adicional especial - R$ 26.454,35 - semads",15/05/2024,1985,8,Lei
"3052 -  Crédito adicional especial - R$ 506.610,40 - cultura",15/05/2024,1985,8,Lei
"3051 -  Crédito adicional suplementar - R$ 3.433.077,29 - saúde",15/05/2024,1985,8,Lei
3048 -  Dia do Profissional da Indústria Textil,10/05/2024,1981,8,Lei
3049 - CÂMARA - Dia Municipal dos Veteranos das Forças de Segurança,09/05/2024,1977,8,Lei
"3046 -  Crédito adicional suplementar - R$ 8.452,29 - educação",08/05/2024,1976,8,Lei
"3045 -  Crédito adicional especial - R$168.677,75 - saúde",08/05/2024,1976,8,Lei
"3044 -  Crédito adicional especial - R$ 117.929,64 - saúde",08/05/2024,1976,8,Lei
"3047 -  Crédito adicional especial - R$ 538.914,22 - saúde",08/05/2024,1976,8,Lei
"3043 -  Crédito adicional especial - R$ 438.955,10 - educação",08/05/2024,1976,8,Lei
"3042 -  Crédito adicinal especial - R$ 4.737,86 - planejamento",03/05/2024,1969,8,Lei
3041-  Alteração do art. 1º da lei 2738 - sitio sta barbara,03/05/2024,1969,8,Lei
3040 - CÂMARA -,26/04/2024,1961,8,Lei
"3039 -  Crédito adicinal especial - R$ 1.514.568,00 - saude",26/04/2024,1961,8,Lei
3038 - CÂMARA -,11/04/2024,1944,8,Lei
3037 -  Revogação da Lei 2329  que autoriza desafetar áreas de terras à Associação Amigo Solidário,04/04/2024,1934,8,Lei
3036 - CÂMARA - Revogação da Lei 2.958 - que reconhecia ADI como professor,03/04/2024,1933,8,Lei
"3029 -  Crédito adicinal especial - R$ 110.255,90 - educação",27/03/2024,1925,8,Lei
3025 -  Institui a Politica Municipal pela Primeira Infancia,27/03/2024,1925,8,Lei
"3032 -  Crédito adicinal especial - R$ 1.384.780,00 - planejamento",27/03/2024,1925,8,Lei
"3028 -  Crédito adicinal suplementar - R$ 6.750,58 - educação",27/03/2024,1925,8,Lei
"3035 -  Crédito adicinal suplementar - R$ 89.678,05 - semads",27/03/2024,1925,8,Lei
334 - Cria cargo - Chefe de Departamento - Educação,27/03/2024,1925,8,Lei
"3031 -  Crédito adicinal especial - R$ 300.000,00 - planejamento",27/03/2024,1925,8,Lei
"3027 -  Crédito adicinal especial - R$ 5.390,32 - Semads",27/03/2024,1925,8,Lei
"3034 -  Crédito adicinal especial - R$ 841.847,31 - educação",27/03/2024,1925,8,Lei
"3030 -  Crédito adicinal especial - R$ 432,28 - agricultura",27/03/2024,1925,8,Lei
"3026 -  Crédito adicinal especial - R$ 1.637,33 - Semads",27/03/2024,1925,8,Lei
"3033 -  Crédito adicinal especial - R$ 1.655.531,32 - serviços",27/03/2024,1925,8,Lei
"3023 -  Crédito Adicional Especial -392,39 - semads",14/03/2024,1911,8,Lei
"3019 -  Crédito Adicional Especial -1262,45 - semads",14/03/2024,1911,8,Lei
"3015 -  Crédito Adicional Especial - 2.174,36 - planejamento",14/03/2024,1911,8,Lei
"3022 -  Crédito Adicional Especial -156.796,19 - semads",14/03/2024,1911,8,Lei
"3018 -  Crédito Adicional Especial - 939,80 - semads",14/03/2024,1911,8,Lei
3014 -  Inclui área da matricula 88222 no perímetro urbano,14/03/2024,1911,8,Lei
"3021 -  Crédito Adicional Especial -146,88 - semads",14/03/2024,1911,8,Lei
"3017 -  Crédito Adicional Especial - 20.087,46 - semads",14/03/2024,1911,8,Lei
"3024 -  Crédito Adicional Especial -60.000,00 - turismo",14/03/2024,1911,8,Lei
"3020 -  Crédito Adicional Especial -156.796,19 - semads",14/03/2024,1911,8,Lei
3013 - CÂMARA,14/03/2024,1911,8,Lei
"3016 -  Crédito Adicional Especial - 27.128,82 - semads",14/03/2024,1911,8,Lei
3012 - CÂMARA,04/03/2024,1897,8,Lei
"2996 -  Crédito Adicional Especial - 2.265.795,15 - fumboar",28/02/2024,1891,8,Lei
"3003 -  Crédito Adicional Especial -9.148,70 - semads",28/02/2024,1891,8,Lei
"3010 -  Crédito Adicional Especial -50.369,34 - saúde",28/02/2024,1891,8,Lei
"2999 -  Crédito Adicional Especial - 500.759,86 - semads",28/02/2024,1891,8,Lei
"3006 -  Crédito Adicional Especial -34.123,80 - semads",28/02/2024,1891,8,Lei
"3002 -  Crédito Adicional Especial -114.289,99 - semads",28/02/2024,1891,8,Lei
"3009 -  Crédito Adicional Especial -20.682.628,68 - saúde",28/02/2024,1891,8,Lei
"2998 -  Crédito Adicional Especial - 56.177,95 -assuntos juridicos",28/02/2024,1891,8,Lei
"3005 -  Crédito Adicional Especial -1.533.394,44 - semads",28/02/2024,1891,8,Lei
"3001 -  Crédito Adicional Especial -137.641,80 - semads",28/02/2024,1891,8,Lei
"3008 -  Crédito Adicional Especial -166.936,70 - semads",28/02/2024,1891,8,Lei
"2997 -  Crédito Adicional Especial - 1.522.890,50 - meio ambiente",28/02/2024,1891,8,Lei
"3004 -  Crédito Adicional Especial -942,22 - semads",28/02/2024,1891,8,Lei
"3011 -  Crédito Adicional Especial -10.210.765,59 - saúde",28/02/2024,1891,8,Lei
"3000 -  Crédito Adicional Especial - 512,73 - semads",28/02/2024,1891,8,Lei
"3007 -  Crédito Adicional Especial -69.526,96 - semads",28/02/2024,1891,8,Lei
333 - Cria cargo - Vice Diretor e Coordenador Pedagógico,26/02/2024,1884,8,Lei
332 - Alteração da Lei Complementar 251 - FG Chefe,26/02/2024,1884,8,Lei
2986 - CÂMARA,23/02/2024,1881,8,Lei
2993 - CÂMARA,23/02/2024,1881,8,Lei
2982 - CÂMARA,23/02/2024,1881,8,Lei
2989 - CÂMARA,23/02/2024,1881,8,Lei
2985 - CÂMARA,23/02/2024,1881,8,Lei
2992 - CÂMARA,23/02/2024,1881,8,Lei
2988 - CÂMARA,23/02/2024,1881,8,Lei
2995 - CÂMARA,23/02/2024,1881,8,Lei
2984 - CÂMARA,23/02/2024,1881,8,Lei
2991 - CÂMARA,23/02/2024,1881,8,Lei
2987 - CÂMARA,23/02/2024,1881,8,Lei
2994 - CÂMARA,23/02/2024,1881,8,Lei
2983 - CÂMARA,23/02/2024,1881,8,Lei
2990 - CÂMARA,23/02/2024,1881,8,Lei
2968 - CAMARA,09/02/2024,1867,8,Lei
2975 - CÂMARA,09/02/2024,1867,8,Lei
2971 - CÂMARA,09/02/2024,1867,8,Lei
2978 - CÂMARA,09/02/2024,1867,8,Lei
2974 - CÂMARA,09/02/2024,1867,8,Lei
2981 - CÂMARA,09/02/2024,1867,8,Lei
2970 - CÂMARA,09/02/2024,1867,8,Lei
2977 - CÂMARA,09/02/2024,1867,8,Lei
2973 - CÂMARA,09/02/2024,1867,8,Lei
2980 - CÂMARA,09/02/2024,1867,8,Lei
2969 - CÂMARA,09/02/2024,1867,8,Lei
2976 - CÂMARA,09/02/2024,1867,8,Lei
2972 - CÂMARA,09/02/2024,1867,8,Lei
2979 - CÂMARA,09/02/2024,1867,8,Lei
"331 - Novo valor Vale Alimentação - 600,00",07/02/2024,1862,8,Lei
2966 - Direito Real de uso de terras à ACSPMESP,29/12/2023,1820,7,Lei
Lei 2964,29/12/2023,1820,7,Lei
2967 - Altera a Lei 2767.2022 ANCR,29/12/2023,1820,7,Lei
Lei 2965,29/12/2023,1820,7,Lei
Lei 2963,29/12/2023,1820,7,Lei
2956 - Autoriza a concessão de direito real de uso de bem imovel - Mikirela,18/12/2023,1809,7,Lei
2959 - CAMARA,08/12/2023,1802,7,Lei
2962 - CAMARA,08/12/2023,1802,7,Lei
2958 - CAMARA,08/12/2023,1802,7,Lei
2961 - CAMARA,08/12/2023,1802,7,Lei
2957 - CAMARA,08/12/2023,1802,7,Lei
"2954 - Crédito adicional suplementar  16.412,24 - planejamento",08/12/2023,1802,7,Lei
2960 - CAMARA,08/12/2023,1802,7,Lei
327 - Alteração da Lei Complementar 298 de 2022 - função gratificada Controlador Adjunto,07/12/2023,1800,7,Lei
330 - Criação do cargo de Psicologo Escolar e Assistente Social Escolar,07/12/2023,1800,7,Lei
329 - Alteração da Lei Complementar 251 de 2020 -  função gratificada chefe de departamento,07/12/2023,1800,7,Lei
328 - Alteração da Lei Complementar 245 de 2019  e 289 de  2022- função gratificada auxiliar de procuradoria,07/12/2023,1800,7,Lei
2955 - Revogação do inc V do art 104 da Lei 315 1995 - licença premio,07/12/2023,1800,7,Lei
2948 - Mesa Diretora -  Altera o quadro III Das Funções Especiais da Lei 1812,06/12/2023,1799,7,Lei
2953 - CAMARA,01/12/2023,1793,7,Lei
2948 - Institui o Plano Diretor do Turismo,01/12/2023,1793,7,Lei
2952 - CAMARA,01/12/2023,1793,7,Lei
2947 -  Estima a receita e fixa a despesa do municipio em 2024,01/12/2023,1793,7,Lei
2951 - CAMARA,01/12/2023,1793,7,Lei
325 - Altera a LC 213 de 2016 - 160 metros,01/12/2023,1793,7,Lei
2949 - Ratifica o protocolo de intenções e autoriza o ingresso no Consorcio Polo Cuesta,01/12/2023,1793,7,Lei
2950 - CÂMARA,01/12/2023,1793,7,Lei
"2945 -  Crédito Adicional Especial - 19.459,63 semads",30/11/2023,1791,7,Lei
"2946 -  Crédito Adicional Especial - 10.431,33 semads",30/11/2023,1791,7,Lei
2944 - CAMARA - Programa cidade amiga do idoso,27/11/2023,1786,7,Lei
2943 - CAMARA - implementação do sistema ABA para crianças com TEA,27/11/2023,1786,7,Lei
"2942 -  Crédito Adicional Especial - 392.005,54 - Educação",23/11/2023,1784,7,Lei
"2941 -  Crédito Adicional Suplementar - 43.416,55 - planejamento",23/11/2023,1784,7,Lei
2940 - Institui o Programa Mulher Empreendedora e o Projeto Lidera Mulher,13/11/2023,1775,7,Lei
2936 - CAMARA - Programa Violencia Zero nas Escolas,10/11/2023,1774,7,Lei
2932 - CAMARA - Substituição dos sinais sonoros - TEA,10/11/2023,1774,7,Lei
2939 - CAMARA - areas escolares de segurança,10/11/2023,1774,7,Lei
2935 - CAMARA - Junho Laranja  - Leucemia,10/11/2023,1774,7,Lei
2931 - CAMARA - Campanha Ponto Violeta,10/11/2023,1774,7,Lei
2938 - CAMARA - Programa Vencendo Barreirias,10/11/2023,1774,7,Lei
2934 - CAMARA - Pagamento de boleto iptu em braile,10/11/2023,1774,7,Lei
2937 - CAMARA - Programa Aluno Nota Dez,10/11/2023,1774,7,Lei
2933 - CAMARA - Campanha Agosto Laranja - Esclerose Multipla,10/11/2023,1774,7,Lei
"2930 -  Dispõe sobre alteração do art 4º da lei 1647 - autoriza 170.000,00 esporte",09/11/2023,1771,7,Lei
"324 - Criação de cargo de PEB I, alterando anexo I da LC 216 de 2016",09/11/2023,1771,7,Lei
"2929 -  Crédito Adicional Especial - 669.501,50 - saude",01/11/2023,1764,7,Lei
"2928 -  Crédito Adicional Especial - 128.627,96 - saude",01/11/2023,1764,7,Lei
2925 - Câmara - Proibição de uso floreiras de plasticos nas dependencias do cemitério,20/10/2023,1754,7,Lei
2924 - Câmara - Programa Henry Borel,20/10/2023,1754,7,Lei
2927 - Câmara - Alteração do art 1º da Lei 2663,20/10/2023,1754,7,Lei
2923 - Câmara - Instalação do Botão do Pânico nas escolas publicas,20/10/2023,1754,7,Lei
2926 - Câmara - divulgação de informações de recursos derivados de multas,20/10/2023,1754,7,Lei
"2922-  Crédito Adicional Suplementar - 34.944,86 - planejamento",17/10/2023,1751,7,Lei
"2921-  Crédito Adicional Suplementar - 5.999,12 - planejamento",17/10/2023,1751,7,Lei
2920 - CAMARA  revogação da lei 2777 de 2022 - Programa Legislativo Jovem Profissional,10/10/2023,1746,7,Lei
323 - Criação de cargo de Assistente Técnico em Psicopedagogia,10/10/2023,1746,7,Lei
2919 - CAMARA - Institui núcleos permanentes de mediação de conflito escolar e social,06/10/2023,1744,7,Lei
2919 - Institui núcleos permanentes de mediação de conflito escolar e social,06/10/2023,1744,7,Lei
"2918 -  Crédito Adicional Especial - 1.212,00 - semads",04/10/2023,1741,7,Lei
2915 - CAMARA,28/09/2023,1736,7,Lei
2914 - CAMARA,28/09/2023,1736,7,Lei
2917 - CAMARA,28/09/2023,1736,7,Lei
2913 - CAMARA,28/09/2023,1736,7,Lei
2916 - CAMARA,28/09/2023,1736,7,Lei
"2912 - Autoriza concessão de complemento da diferença remuneratorio - Enfermeiros, Tecnicos em enfermagem e auxiliares de enfermagem",28/09/2023,1735,7,Lei
322 - Criação de cargo de Técnico em Telecomunicações,21/09/2023,1729,7,Lei
"2911 -  Crédito Adicional Especial - 24.183,29 - planejamento e obras",21/09/2023,1729,7,Lei
"2910 -  Crédito Adicional Especial - 1.393,29 - planejamento e obras",21/09/2023,1729,7,Lei
2909 - Revogação da Lei 2523 - Folga de aniversário,21/09/2023,1729,7,Lei
2908 - Adiantamento para realização dos 85º jogos abertos  do estado de sp - sede são josé rio preto 2023,21/09/2023,1729,7,Lei
321 - Alteração do quadro de função gratificada - semads,12/09/2023,1722,7,Lei
"2907 - Crédito adicional especial - turismo - 47.000,00",12/09/2023,1722,7,Lei
2906 - inclui área no perímetro urbano - 68 alqueires - Fazenda Onça,12/09/2023,1722,7,Lei
"2904 - Crédito adicional especial - cultura - 785.356,78",05/09/2023,1717,7,Lei
"2905 - Crédito adicional especial - sec mulher - 100.000,00",05/09/2023,1717,7,Lei
2903 - CAMARA,01/09/2023,1713,7,Lei
2899 - CAMARA,01/09/2023,1713,7,Lei
2902 - CAMARA,01/09/2023,1713,7,Lei
2898 - CAMARA,01/09/2023,1713,7,Lei
2901 - CAMARA,01/09/2023,1713,7,Lei
2900 - CAMARA,01/09/2023,1713,7,Lei
"2897 - Crédito adicional especial - saúde - 79.123,32",29/08/2023,1708,7,Lei
2895 - CAMARA,28/08/2023,1706,7,Lei
2894 - CAMARA,28/08/2023,1706,7,Lei
2893 - CAMARA,28/08/2023,1706,7,Lei
2896 - CAMARA,28/08/2023,1706,7,Lei
"2891 - Crédito adicional especial - semads - 243,16",23/08/2023,1701,7,Lei
2890 - Crédito adicional especial - educação - 31.761.60,23/08/2023,1701,7,Lei
2889 - Adiatamento de recursos financeiros destinados a realização da 40ª FAMPOP,23/08/2023,1701,7,Lei
"2892 - Crédito adicional suplementar - educaçao - 1.420.525,00",23/08/2023,1701,7,Lei
"2888 - Crédito adicional especial - Educação - 75.918,00 l",23/08/2023,1701,7,Lei
"2887 - Crédito adicional suplementar - Diversas Secretarias - 11.154.900,00 - Progressão",22/08/2023,1700,7,Lei
2885 - Câmara - Obrigação de divulgação dos nomes de médicos que estão em horário de atendimento nas unidades de saúde do mun,22/08/2023,1699,7,Lei
2884 - Câmara - Dispõe sobre reconhecimento do direito da pessoa com transtorno de espectro autista - TEA,22/08/2023,1699,7,Lei
2886 - Câmara - Estabelece validade indeterminada ao Laudo Médico Pericial que ateste o Transtorno do Escpectro Autista - TEA,22/08/2023,1699,7,Lei
2883 - Revisão Geral Anual e Reajuste Salarial - FREA,16/08/2023,1695,7,Lei
"2882 - Crédito Adicional especial  - 376.107,78 - Transp e serviços",15/08/2023,1694,7,Lei
"2881 - Crédito Adicional suplementar - 700.000,00 - Plan e Obras",15/08/2023,1694,7,Lei
320 - Alteração Progressão,15/08/2023,1694,7,Lei
"2878 - Crédito Adicional Especial - 38.289,70 - Serviços",10/08/2023,1690,7,Lei
2877 - Dispõe sobre o procedimento para instalação de infraestrutura de suporte para estação transmissora de Radiocomunicação - ETR,10/08/2023,1690,7,Lei
"2880 - Crédito Adicional Especial - 1.029.097,85 - Semads",10/08/2023,1690,7,Lei
"2879 - Crédito Adicional Especial - 344.128,65 - Serviços",10/08/2023,1690,7,Lei
319 - Criação de cargo de Neuropsicólogo,07/08/2023,1687,7,Lei
315 - Criação de cargo de tecnico em enfermagem do trabalho,07/08/2023,1687,7,Lei
318 - Criação de cargo de Farmaceutico,07/08/2023,1687,7,Lei
314 - Alteração do anexo I quadro de pessoal permanente - cria cargo de tecnico em enfermagem,07/08/2023,1687,7,Lei
317 - Criação de cargo de provimento efetivo na modalidade de educaçao bilingue de surdos - Libras,07/08/2023,1687,7,Lei
2876 - Alteração do art. 1º da Lei 1824 - COMSEA - Conselho Municipal de Segurança Alimentar e Nutricional,07/08/2023,1687,7,Lei
316 - Criação de cargo de profissional de apoio escolar,07/08/2023,1687,7,Lei
"2875 - Crédito adicional suplementar - educação - 1.798.857,27",27/07/2023,1677,7,Lei
"2871 - Crédito adicional suplementar - educação - 1.343.809,38",27/07/2023,1677,7,Lei
"2874 - Crédito adicional especial - semads - 150.000,00",27/07/2023,1677,7,Lei
"2870 - Crédito adicional especial - saúde - 22.971,29",27/07/2023,1677,7,Lei
"2873 - Crédito adicional especial - semads - 150.000,00",27/07/2023,1677,7,Lei
"2869 - Crédito adicional especial - saúde - 200.000,00",27/07/2023,1677,7,Lei
313 - Dispõe sobre a criação da Gratificação por exercício de Responsabilidade Tecnica GRT - cargo contador,27/07/2023,1677,7,Lei
"2872 - Crédito adicional especial - semads - 50.000,00",27/07/2023,1677,7,Lei
"2868 - Crédito adicional especial - semads - 50.000,00",27/07/2023,1677,7,Lei
2867 - LDO 2024,05/07/2023,1656,7,Lei
"2863 - CRED.ADICIONAL ESPECIAL ANULAÇÃO FES-PAB - Saúde - 183.584,00",30/06/2023,1652,7,Lei
2864 - EXCESSO ARREC.(SAUDE)-EMENDA INDIVIDUAL,30/06/2023,1652,7,Lei
2865 - SUPERAVIT FINANC. DEVOLUÇÃO TRANSP.ESTADUAL - EDUCAÇÃO,30/06/2023,1652,7,Lei
2866 -  SUPERAVIT FINANC. DEVOLUÇÃO DSE MERENDA - EDUCAÇÃO,30/06/2023,1652,7,Lei
2862 - Dispõe sobre alterações do inciso I e II do art. 1º - Atividade Delegada,29/06/2023,1650,7,Lei
2861 - Campanha Check up geral nas mulheres,27/06/2023,1648,7,Lei
2858 - Autoriza as instituições de ensino a contratarem profissionais de segurança especializados,20/06/2023,1641,7,Lei
312 - Institui o Programa de Recuperação Fiscal - REFIS,20/06/2023,1641,7,Lei
2857 - Proíbe e criminaliza a promoção de estimulo pornográfico nas escolas municipais,20/06/2023,1641,7,Lei
"2860 - Crédito Adicional Especial - SEMADS - 30.169,65",20/06/2023,1641,7,Lei
"2859 - Crédito Adicional Especial - SEMADS - 27.940,97",20/06/2023,1641,7,Lei
"2856 - Crédito Adicional Especial - Saúde - 7.950,24",14/06/2023,1634,7,Lei
2855 - 65º Jogos Regionais do Estado de São de 2023,14/06/2023,1634,7,Lei
"2854 - Crédito Adicional suplementar - educação - 2.606.511,48",07/06/2023,1628,7,Lei
"2853 - Crédito Adicional Especial - turismo - 100.000,00",07/06/2023,1628,7,Lei
"2852 - Crédito Adicional Especial - Meio Ambiente - 327.980,72",06/06/2023,1627,7,Lei
2851 - Revogação da Lei 2510 - capina quimica,01/06/2023,1623,7,Lei
311 - Criação de cargo de Terapeuta Ocupacional,01/06/2023,1623,7,Lei
"2848 - Crédito Adicional Especial - Educação - 328.192,68",19/05/2023,1609,7,Lei
"2849 - Crédito Adicional Especial -saude - 1.413.114,16",19/05/2023,1609,7,Lei
"2846 - Crédito Adicional Especial - Saúde - 2.850,80",19/05/2023,1609,7,Lei
2850 - Concessão da GES - gratificação espcial de serviço para atuação na Ação do Cadastro Único,19/05/2023,1609,7,Lei
"2847 - Crédito Adicional Especial - Saúde - 401.668,88",19/05/2023,1609,7,Lei
310 - Revoga Lei Complementar 249 de 2019 - gratificaçao por desempenho Lei Delegada,04/05/2023,1589,7,Lei
2843 - Criação da Comissão Permanente para Equipe de Apoio das Licitações,04/05/2023,1589,7,Lei
2845 - Nova redação e inclusão de dispositivo da Lei Municipal 315 de 1995 estatuto,04/05/2023,1589,7,Lei
"2844 - Crédito Adicional Especial - Agricultura - 30.897,66",28/04/2023,1586,7,Lei
"2842 - Crédito Adicional Especial - saúde - 951.335,30",28/04/2023,1586,7,Lei
2843 - Criação da Comissão Permanente para Equipe de Apoio das Licitações,28/04/2023,1586,7,Lei
"2841 - Crédito Adicional Especial - FUNDEB - 397,73",28/04/2023,1585,7,Lei
2840 - Câmara - Divulgação da lista de espera para vagas nas escolas municipais,27/04/2023,1584,7,Lei
308 - Alteração da Lei Complementar 213 de 2016 - Plano Diretor ZM 1 e  ZM2,25/04/2023,1581,7,Lei
309 - Alteração da Lei Complementar 213 de 2016 - Plano Diretor ZM 3,25/04/2023,1581,7,Lei
2839 -Inclui área no Perímetro Urbano do Municipio - Fazenda Primavera,13/04/2023,1571,7,Lei
2837 - Regulamenta Lei Federal 14285 - parcelamento do solo urbano,04/04/2023,1562,7,Lei
"2836 - Crédito Adicional Especial - educação - 78.070,90",04/04/2023,1562,7,Lei
2838 - Cria Gratificação por Desempenho de Atividade Delegada,04/04/2023,1562,7,Lei
2835 - Alteração do art 11 da LC 298 2022 - designação função gratificada,29/03/2023,1558,7,Lei
"2834 -Crédito Adicional Especial - 350.392,26 - saúde",29/03/2023,1558,7,Lei
307 - Alteração do salário do emprego público de Servente de Limpeza PSF,29/03/2023,1558,7,Lei
2833 - Alteração do art. 2º da Lei 2532 - concessão empresa Cléia Dalva Pereira Balera-ME,29/03/2023,1558,7,Lei
306 - Criação de cargo de psicologo e assistente social,29/03/2023,1558,7,Lei
2829 - Reconhece os rodeios como patrimonio cultural,28/03/2023,1557,7,Lei
"2830 - Crédito Adicional Especial - planejamento - 743.792,60",16/03/2023,1548,7,Lei
305 - alteração do inc I e II do art 8º da LC 260 - cria cmpd,16/03/2023,1548,7,Lei
"2832 - Crédito Adicional Especial - transportes - 225.264,41",16/03/2023,1548,7,Lei
"2831 - Crédito Adicional Especial - saude - 487.080,54",16/03/2023,1548,7,Lei
"2819 - Crédito Adicional Especial - semads - 13.602,05",07/03/2023,1539,7,Lei
"2826 - Crédito Adicional Especial - transp - 596.841,77",07/03/2023,1539,7,Lei
"2815 - Crédito Adicional Especial - 468.483,36",07/03/2023,1539,7,Lei
"2822 - Crédito Adicional Especial - semads - 3.251,81",07/03/2023,1539,7,Lei
"2811 - Crédito Adicional Especial - semads - 43.744,75",07/03/2023,1539,7,Lei
"2818 - Crédito Adicional Especial -52.780,50",07/03/2023,1539,7,Lei
"2825 - Crédito Adicional Especial - semads - 56.616,86",07/03/2023,1539,7,Lei
2814 - Alteração do inciso I art 2º da Lei 674 2004 - Vila,07/03/2023,1539,7,Lei
"2821 - Crédito Adicional Especial - semads - 1.288,47",07/03/2023,1539,7,Lei
"2828 - Crédito Adicional Especial - saude - 397.860,55",07/03/2023,1539,7,Lei
"2810 - Crédito Adicional Especial - semads - 356.726,15",07/03/2023,1539,7,Lei
"2817 - Crédito Adicional Especial - 65.919,27",07/03/2023,1539,7,Lei
"2824 - Crédito Adicional Especial - semads - 15.734,08",07/03/2023,1539,7,Lei
2813 - Autoriza efetuar desafetação e doação - CERIPA,07/03/2023,1539,7,Lei
"2820 - Crédito Adicional Especial - semads - 6.980,51",07/03/2023,1539,7,Lei
"2827 - Crédito Adicional Especial - educ - 476.510,22",07/03/2023,1539,7,Lei
"2816 - Crédito Adicional Especial - 133.332,40",07/03/2023,1539,7,Lei
"2823 - Crédito Adicional Especial - semads - 500,01",07/03/2023,1539,7,Lei
"2812 - Crédito Adicional Especial - semads - 32.923,87",07/03/2023,1539,7,Lei
"2808 - Crédito Adicional Especial - fumboar - 3.032.164,78",01/03/2023,1534,7,Lei
"2807 - Crédito Adicional Especial - plan. - 1.526,30",01/03/2023,1534,7,Lei
"2809 - Crédito Adicional Especial - semads - 3.272,41",01/03/2023,1534,7,Lei
"2805 - Crédito Adicional Especial - 300.000,00",24/02/2023,1529,7,Lei
"2804 - Crédito Adicional Especial - 20.835,35",24/02/2023,1529,7,Lei
304 - alteração da LC 245 de 2019 - cra FG Licitação,24/02/2023,1529,7,Lei
"2806 - Crédito Adicional Especial - 150.000,00",24/02/2023,1529,7,Lei
302 - criação e extinção de cargos Monitor etc,23/02/2023,1528,7,Lei
"303 - alteração da referencia dos cargos de guarda civil, lavaderia, servente e zelador de 02 para 03, e alteração de auxiliar de SAMU",23/02/2023,1528,7,Lei
"2803 - Crédito Adicional Especial - 2.033.613,26 - saude",22/02/2023,1526,7,Lei
"2802 - Crédito Adicional Especial - 4.558.016,07 - saude",22/02/2023,1526,7,Lei
"2797 - Crédito Adicional Especial - 3.999.689,99 - semads",16/02/2023,1523,7,Lei
2800 - Crédito Adicional Especial - 855.23 - semads,16/02/2023,1523,7,Lei
"2796 - Crédito Adicional Especial - 153.454,95 - educação",16/02/2023,1523,7,Lei
"2799 - Crédito Adicional Especial - 465,40 - semads",16/02/2023,1523,7,Lei
"2795 - Crédito Adicional Especial - 268.056,60 - SEMADS",16/02/2023,1523,7,Lei
"2798 - Crédito Adicional Especial - 12.753,68 - semads",16/02/2023,1523,7,Lei
"2801 - Crédito Adicional Especial - 1.818.231,33 - educação",16/02/2023,1523,7,Lei
301 - Alteração da LC 276,09/02/2023,1516,7,Lei
300 - Alteração do anexo II da LC 96 2009 - cargo procurador,09/02/2023,1516,7,Lei
2794 - Revogação da Lei 33 de 2021 - Av Mario Covas,09/02/2023,1516,7,Lei
"2792 - Crédito Adicional Espsecial 3.000.000,00 - Planejamento",07/02/2023,1513,7,Lei
"2793 - Crédito Adicional Espsecial 2.447.702,81 - Meio Ambiente",07/02/2023,1513,7,Lei
2791 - Estabelece o índice para revisão e reajuste da remuneraçao dos servidores da Câmara,11/01/2023,1489,7,Lei
299 -Novo valor Vale Alimentação,11/01/2023,1488,7,Lei
298 - Reorganiza o Sistema de Controle Interno da Admção,23/12/2022,1473,6,Lei
2778 - Institui e estabelece diretrizes para Politica Municipal de Erradicação da Fome e de Promoção da Função Social dos Alimentos - PMEFSA,21/12/2022,1469,6,Lei
